Country,Year,PLI,Real_Power_Index,Category,Dynamic_Category
Kyrgyz Republic,2011,34.0842617503388,2.933905411608512,Cheap,Cheap
Lao PDR,2011,33.210209453779406,3.0111222315287067,Cheap,Cheap
Latvia,2011,72.97632113843225,1.3703074975553404,Moderate,Expensive
Lebanon,2011,52.3218445412075,1.9112476036895503,Cheap,Moderate
Lesotho,2011,56.209484603668095,1.7790591873435224,Cheap,Moderate
Liberia,2011,54.5838707946248,1.8320430292724421,Cheap,Moderate
Libya,2011,48.37440465499833,2.067208903410606,Cheap,Moderate
Lithuania,2011,66.15674211209291,1.511561736679304,Moderate,Expensive
Thailand,2006,30.527724162427823,3.275710939601439,Cheap,Cheap
Timor-Leste,2006,33.7420991841117,2.9636567498173756,Cheap,Cheap
Togo,2006,39.26620253929658,2.5467194058280183,Cheap,Moderate
Tonga,2006,63.55590324339915,1.573417965865915,Moderate,Expensive
Trinidad and Tobago,2006,51.66458450702497,1.935561873848085,Cheap,Moderate
Tunisia,2006,40.136776060934096,2.4914806273474452,Cheap,Moderate
Türkiye,2006,58.931655434235495,1.6968808913164595,Cheap,Moderate
Turkmenistan,2006,32.39197982377192,3.087183943187434,Cheap,Cheap
Tuvalu,2006,85.9768296368021,1.1631040644605875,Moderate,Expensive
Uganda,2006,33.77786989197547,2.960518242263606,Cheap,Cheap
Ukraine,2006,29.68806720742238,3.3683566970300705,Cheap,Cheap
United Arab Emirates,2006,41.51383017589626,2.4088357922238153,Cheap,Moderate
Afghanistan,2009,28.78043161026243,3.4745830553959567,Cheap,Cheap
Albania,2009,46.65964185382601,2.1431797593577153,Cheap,Moderate
Algeria,2009,31.02550089850159,3.2231550532300868,Cheap,Cheap
Andorra,2009,103.41463610395436,0.9669811137707635,Expensive,Expensive
Angola,2009,50.4339864163618,1.9827899221457932,Cheap,Moderate
Antigua and Barbuda,2009,62.97473438589518,1.5879384164960857,Moderate,Expensive
Argentina,2009,50.36582202916591,1.985473401825783,Cheap,Moderate
Armenia,2009,41.4081032545684,2.4149862500395347,Cheap,Moderate
Aruba,2009,73.19398883093743,1.3662324133062178,Moderate,Expensive
Australia,2009,106.23319461992232,0.9413253584039976,Expensive,Expensive
Austria,2009,117.62437276683586,0.8501639383720901,Expensive,Expensive
Azerbaijan,2009,34.75061079707633,2.877647261624918,Cheap,Cheap
Ukraine,2016,19.86681259595088,5.03352007359154,Cheap,Cheap
United Arab Emirates,2016,61.04149337578081,1.638229906735483,Moderate,Expensive
United Kingdom,2016,92.97474445931744,1.0755609018506802,Moderate,Expensive
United States,2016,100.0,1.0,Moderate,Expensive
Uruguay,2016,74.47175262516362,1.3427910110203385,Moderate,Expensive
Uzbekistan,2016,39.79277673929928,2.513018899262694,Cheap,Moderate
Vanuatu,2016,97.5680715964222,1.0249254532121652,Moderate,Expensive
Vietnam,2016,32.65936118521332,3.0619092465677333,Cheap,Cheap
Virgin Islands (U.S.),2016,105.540339696741,0.9475050041277053,Expensive,Expensive
West Bank and Gaza,2016,58.190009696282,1.718508048407997,Cheap,Moderate
El Salvador,2018,45.454740524292,2.199990558664785,Cheap,Moderate
Equatorial Guinea,2018,44.003768524747166,2.2725326341938477,Cheap,Moderate
Eritrea,2018,32.90773728598614,3.038799025619586,Cheap,Cheap
Estonia,2018,63.62475088384309,1.5717153876573222,Moderate,Expensive
Eswatini,2018,46.5440584094676,2.1485019445502163,Cheap,Moderate
Ethiopia,2018,35.30262094555477,2.8326508718495527,Cheap,Cheap
Faroe Islands,2018,106.09735014283947,0.9425306085907841,Expensive,Expensive
Fiji,2018,46.01131750487903,2.173378321309665,Cheap,Moderate
Finland,2018,100.82351889270582,0.9918320754745508,Expensive,Expensive
France,2018,89.29976478603915,1.119823778255166,Moderate,Expensive
Gabon,2018,49.40549671179449,2.0240662811943184,Cheap,Moderate
Israel,2004,78.87284694332887,1.2678634520680008,Moderate,Expensive
Italy,2004,105.9746310336296,0.9436220633621868,Expensive,Expensive
Jamaica,2004,51.126921070351415,1.9559167246233837,Cheap,Moderate
Jordan,2004,27.42619027715557,3.646149865856295,Cheap,Cheap
Kazakhstan,2004,23.11665277099416,4.325885801489217,Cheap,Cheap
Kenya,2004,29.41602081142209,3.399508065386278,Cheap,Cheap
Kiribati,2004,68.61175272154084,1.4574762490888058,Moderate,Expensive
"Korea, Rep.",2004,69.43591480872757,1.4401768922533265,Moderate,Expensive
Kuwait,2004,35.67717551234204,2.8029124661341633,Cheap,Cheap
Kyrgyz Republic,2004,18.48716590274645,5.409157927508186,Cheap,Cheap
Romania,2015,41.51306074204121,2.408880439372849,Cheap,Moderate
Russian Federation,2015,38.66678810226519,2.586198774398378,Cheap,Moderate
Rwanda,2015,41.21870247299517,2.426083161291066,Cheap,Moderate
Samoa,2015,71.88525750936049,1.3911058186997323,Moderate,Expensive
San Marino,2015,82.58206675059071,1.2109166546050956,Moderate,Expensive
São Tomé and Príncipe,2015,40.93034079645852,2.4431753573049275,Cheap,Moderate
Saudi Arabia,2015,43.122192041218135,2.318991574092882,Cheap,Moderate
Senegal,2015,40.67775900976523,2.4583458487964807,Cheap,Moderate
Serbia,2015,37.43863332913267,2.6710376717246658,Cheap,Cheap
Seychelles,2015,60.2829452767211,1.6588439655853389,Moderate,Expensive
Sierra Leone,2015,37.67801544357191,2.654067599440421,Cheap,Cheap
Bhutan,2011,35.13314921312079,2.846314726681379,Cheap,Cheap
Bolivia,2011,42.97143288572936,2.327127425932534,Cheap,Moderate
Bosnia and Herzegovina,2011,51.04446943159851,1.9590760980286754,Cheap,Moderate
Botswana,2011,53.44448016245338,1.8711006206072802,Cheap,Moderate
Brazil,2011,88.06737747566982,1.135494241640462,Moderate,Expensive
Brunei Darussalam,2011,56.06165223096271,1.7837504964716373,Cheap,Moderate
Bulgaria,2011,49.847001433892025,2.0061387269728104,Cheap,Moderate
Burkina Faso,2011,47.34566891002118,2.1121256136447575,Cheap,Moderate
Burundi,2011,36.596533498806366,2.7324992407617406,Cheap,Cheap
Cabo Verde,2011,62.685944056241816,1.5952539521504219,Moderate,Expensive
Nepal,2010,27.35933853084228,3.6550591267866235,Cheap,Cheap
Netherlands,2010,113.2545165450002,0.8829669937292638,Expensive,Expensive
New Zealand,2010,107.84713343533994,0.9272383679994173,Expensive,Expensive
Nicaragua,2010,37.765554579769415,2.647915570491023,Cheap,Cheap
Niger,2010,44.862482866479766,2.2290340081627034,Cheap,Moderate
Nigeria,2010,49.21676260274498,2.031828074657285,Cheap,Moderate
North Macedonia,2010,40.30430817959458,2.481124339224569,Cheap,Moderate
Oman,2010,42.34103028608504,2.361775311661795,Cheap,Moderate
Pakistan,2010,26.079833981524654,3.834380236885001,Cheap,Cheap
Palau,2010,76.0366973868331,1.3151544377480617,Moderate,Expensive
Dominican Republic,2010,48.71758866186987,2.052646749289291,Cheap,Moderate
Ecuador,2010,50.3995944288959,1.9841429506160153,Cheap,Moderate
"Egypt, Arab Rep.",2010,27.779445201998733,3.5997839147919697,Cheap,Cheap
El Salvador,2010,48.6574039434982,2.0551856838914317,Cheap,Moderate
Equatorial Guinea,2010,52.4314302049006,1.9072529513157037,Cheap,Moderate
Eritrea,2010,33.74828219152338,2.963113779613861,Cheap,Cheap
Estonia,2010,67.8425832329644,1.4740004763175123,Moderate,Expensive
Eswatini,2010,53.556689348699024,1.8671803880354894,Cheap,Moderate
Ethiopia,2010,33.20625638141765,3.01148069361894,Cheap,Cheap
Fiji,2010,46.13556608579641,2.1675251543252796,Cheap,Moderate
Turks and Caicos Islands,2020,105.944132804871,0.9438937046582941,Expensive,Expensive
Tuvalu,2020,97.14798743098169,1.0293574024994034,Moderate,Expensive
Uganda,2020,33.40020340058268,2.99399374311162,Cheap,Cheap
Ukraine,2020,23.87081038593062,4.189216804258128,Cheap,Cheap
United Arab Emirates,2020,56.88181046809858,1.7580312436799757,Cheap,Moderate
United Kingdom,2020,83.7751736695763,1.1936710557523544,Moderate,Expensive
United States,2020,100.0,1.0,Moderate,Expensive
Uruguay,2020,61.25316786597037,1.6325686243495614,Moderate,Expensive
Uzbekistan,2020,23.406825312597743,4.272258141140533,Cheap,Cheap
Vanuatu,2020,97.6053349618842,1.0245341613657792,Moderate,Expensive
Vietnam,2020,30.441405926997405,3.2849993932544863,Cheap,Cheap
Uzbekistan,1996,28.763907473659437,3.476579115392269,Cheap,Cheap
Vanuatu,1996,74.02312541939956,1.35092917832665,Moderate,Expensive
"Venezuela, RB",1996,27.56838821728972,3.6273429992285244,Cheap,Cheap
Vietnam,1996,21.194794013266826,4.718139744005309,Cheap,Cheap
West Bank and Gaza,1996,60.8931858597122,1.6422198738358578,Moderate,Expensive
"Yemen, Rep.",1996,16.546055106913375,6.043736670393257,Cheap,Cheap
Zambia,1996,25.212414983173776,3.966299938611111,Cheap,Cheap
Zimbabwe,1996,53.855159659138,1.8568323004318168,Cheap,Moderate
Curaçao,2013,79.45151085606257,1.2586293063849203,Moderate,Expensive
Cyprus,2013,91.2839362383542,1.0954829964703432,Moderate,Expensive
Czechia,2013,65.3290235770524,1.5307132194017086,Moderate,Expensive
Djibouti,2013,55.177815106491416,1.8123225757852717,Cheap,Moderate
Dominica,2013,69.30738128521148,1.4428477623253901,Moderate,Expensive
Dominican Republic,2013,49.4332106823639,2.022931519511368,Cheap,Moderate
Ecuador,2013,54.0855147379124,1.848923884418592,Cheap,Moderate
"Egypt, Arab Rep.",2013,28.78329815288868,3.474237019983898,Cheap,Cheap
El Salvador,2013,50.5071868934312,1.9799162485726498,Cheap,Moderate
Equatorial Guinea,2013,58.41760348749829,1.7118127761163737,Cheap,Moderate
"Bahamas, The",2009,93.997623439556,1.0638566842522754,Moderate,Expensive
Bahrain,2009,40.03095342293005,2.4980669069630306,Cheap,Moderate
Bangladesh,2009,30.41337210253556,3.2880273737111514,Cheap,Cheap
Barbados,2009,100.2998176354785,0.9970107858364395,Expensive,Expensive
Belarus,2009,38.138914070420505,2.621993898813109,Cheap,Moderate
Belgium,2009,118.51354656078117,0.8437853975512727,Expensive,Expensive
Belize,2009,55.506550992326,1.8015891496091228,Cheap,Moderate
Benin,2009,46.26979535548235,2.161237136056435,Cheap,Moderate
Bhutan,2009,29.668528926371994,3.370574936430745,Cheap,Cheap
Bolivia,2009,35.18797695472721,2.841879774124549,Cheap,Cheap
Bosnia and Herzegovina,2009,52.19416118511455,1.9159231172493558,Cheap,Moderate
West Bank and Gaza,1995,60.427077206325,1.6548872562304375,Moderate,Expensive
"Yemen, Rep.",1995,34.727964008086914,2.879523832054005,Cheap,Cheap
Zambia,1995,28.860754100840516,3.4649129281444413,Cheap,Cheap
Zimbabwe,1995,50.32095987077949,1.9872434917138428,Cheap,Moderate
Tonga,2001,44.33414291712832,2.255597907619985,Cheap,Moderate
Trinidad and Tobago,2001,44.99133575678739,2.222650168480806,Cheap,Moderate
Tunisia,2001,35.754030573837795,2.7968874668125596,Cheap,Cheap
Türkiye,2001,33.8571363296638,2.953587067326346,Cheap,Cheap
Turkmenistan,2001,25.111802511646907,3.9821912406972695,Cheap,Cheap
Tuvalu,2001,56.11829533773395,1.7819500645587143,Cheap,Moderate
Uganda,2001,32.56211837967492,3.071053266068199,Cheap,Cheap
Ukraine,2001,16.863591084269412,5.929935059518928,Cheap,Cheap
United Arab Emirates,2001,30.70166293039755,3.2571525596742363,Cheap,Cheap
United Kingdom,2001,99.97855189290344,1.000214527082964,Moderate,Expensive
United States,2001,100.0,1.0,Moderate,Expensive
Uruguay,2001,59.544044267447084,1.6794290886732783,Cheap,Expensive
Mexico,2020,45.681583690812936,2.189065963142409,Cheap,Moderate
"Micronesia, Fed. Sts.",2020,91.260513470074,1.0957641612743263,Moderate,Expensive
Moldova,2020,32.34742470341341,3.091436209122628,Cheap,Cheap
Mongolia,2020,29.22076528015955,3.422223854893303,Cheap,Cheap
Montenegro,2020,36.550862448426216,2.735913554464041,Cheap,Cheap
Morocco,2020,42.415240596698986,2.3576431158516784,Cheap,Moderate
Mozambique,2020,32.75908138808104,3.0525886490939174,Cheap,Cheap
Myanmar,2020,25.957486722589906,3.8524530925782368,Cheap,Cheap
Namibia,2020,41.46392302730036,2.4117351350029943,Cheap,Moderate
Nauru,2020,99.05764686311926,1.009513179110573,Moderate,Expensive
Nepal,2020,27.25049794760427,3.6696577138617577,Cheap,Cheap
Tajikistan,2018,27.183453057883337,3.678708506497099,Cheap,Cheap
Tanzania,2018,37.50554272524203,2.6662725755651544,Cheap,Cheap
Thailand,2018,37.612277092964,2.658706351461679,Cheap,Cheap
Timor-Leste,2018,34.242276590442,2.9203665748063274,Cheap,Cheap
Togo,2018,41.17528827555364,2.428641162893119,Cheap,Moderate
Tonga,2018,73.13217497224841,1.3673872004756753,Moderate,Expensive
Trinidad and Tobago,2018,61.281870769730126,1.6318039698193172,Moderate,Expensive
Tunisia,2018,30.63912852881157,3.263800401697613,Cheap,Cheap
Türkiye,2018,33.81286024061951,2.95745462786581,Cheap,Cheap
Turkmenistan,2018,42.628443016756,2.345851570527521,Cheap,Moderate
Turks and Caicos Islands,2018,101.522052288055,0.9850076682479154,Expensive,Expensive
Tuvalu,2018,100.7759603759866,0.99230014407115,Expensive,Expensive
Algeria,2006,28.61827366555844,3.4942708693273885,Cheap,Cheap
Andorra,2006,92.7742369371362,1.077885448605306,Moderate,Expensive
Angola,2006,48.69612552140619,2.0535514669650934,Cheap,Moderate
Antigua and Barbuda,2006,60.01546781148592,1.6662371159733214,Moderate,Expensive
Argentina,2006,39.54154680698871,2.528985537367133,Cheap,Moderate
Armenia,2006,33.61985200448529,2.9744330815810494,Cheap,Cheap
Aruba,2006,69.13556324982346,1.4464335762861575,Moderate,Expensive
Australia,2006,105.06904023516056,0.9517551485783512,Expensive,Expensive
Austria,2006,108.00824307847044,0.9258552602077578,Expensive,Expensive
Azerbaijan,2006,26.31361748574081,3.8003136609472032,Cheap,Cheap
"Bahamas, The",2006,95.757817972462,1.0443011559511306,Moderate,Expensive
Bahrain,2006,40.13223618061356,2.4917624711953232,Cheap,Moderate
Jamaica,2008,59.257132391307856,1.6875605680619894,Cheap,Moderate
Japan,2008,113.04796753080268,0.8845802554809538,Expensive,Expensive
Jordan,2008,36.08566663790989,2.771183389887683,Cheap,Cheap
Kazakhstan,2008,47.01542462711716,2.126961540666865,Cheap,Moderate
Kenya,2008,42.586317750670695,2.348172025237498,Cheap,Moderate
Kiribati,2008,81.2836545773371,1.2302596446971426,Moderate,Expensive
"Korea, Rep.",2008,71.2962423461728,1.4025984639479112,Moderate,Expensive
Kosovo,2008,45.294361619159226,2.20778031581089,Cheap,Moderate
Kuwait,2008,61.53067889982554,1.625205536295221,Moderate,Expensive
Kyrgyz Republic,2008,31.87829324074565,3.1369308025620306,Cheap,Cheap
Lao PDR,2008,27.08245836733579,3.692426981466727,Cheap,Cheap
Latvia,2008,89.87706475661452,1.1126309061249187,Moderate,Expensive
Botswana,2009,43.495238433098045,2.29910223745099,Cheap,Moderate
Brazil,2009,64.81117048286279,1.5429438977103762,Moderate,Expensive
Brunei Darussalam,2009,39.69676886528449,2.519096713875162,Cheap,Moderate
Bulgaria,2009,49.25445097157636,2.0302733667198476,Cheap,Moderate
Burkina Faso,2009,44.2430646406922,2.260241256163476,Cheap,Moderate
Burundi,2009,32.82094144733878,3.0468352091743025,Cheap,Cheap
Cabo Verde,2009,62.0222132260355,1.6123255652867012,Moderate,Expensive
Cambodia,2009,30.684612681762257,3.258962432966805,Cheap,Cheap
Cameroon,2009,50.76118938988926,1.9700090010089135,Cheap,Moderate
Canada,2009,105.17618756014346,0.9507855563106095,Expensive,Expensive
Cayman Islands,2009,117.49986633166704,0.8510647979609599,Expensive,Expensive
São Tomé and Príncipe,2018,46.32287540370776,2.158760636693892,Cheap,Moderate
Saudi Arabia,2018,49.44619814554853,2.022400179395848,Cheap,Moderate
Senegal,2018,42.97228758571109,2.3270811403871234,Cheap,Moderate
Serbia,2018,40.93265687863023,2.443037115731599,Cheap,Moderate
Seychelles,2018,57.46178776759516,1.7402869608660823,Cheap,Moderate
Sierra Leone,2018,32.036445203876454,3.1214449469537233,Cheap,Cheap
Singapore,2018,64.33189980131098,1.5544387824524057,Moderate,Expensive
Sint Maarten (Dutch part),2018,76.12454824607487,1.3136366954421461,Moderate,Expensive
Slovak Republic,2018,62.11832531113721,1.6098309073710808,Moderate,Expensive
Slovenia,2018,67.0323951218823,1.4918160065468946,Moderate,Expensive
Solomon Islands,2018,91.34804803226945,1.0947141417260955,Moderate,Expensive
"Somalia, Federal Republic of",2018,32.838425040245085,3.0452130355656566,Cheap,Cheap
Chile,2021,55.713014309849406,1.794912754923784,Cheap,Moderate
China,2021,61.83011837414581,1.6173347654759607,Moderate,Expensive
Colombia,2021,35.79698190660225,2.7935315960688967,Cheap,Cheap
Comoros,2021,46.03391787520723,2.1723113003565926,Cheap,Moderate
"Congo, Dem. Rep.",2021,42.48068955852427,2.354010752632281,Cheap,Moderate
"Congo, Rep.",2021,40.17367936700904,2.4891919678664243,Cheap,Moderate
Costa Rica,2021,53.82198775768836,1.8579767148364974,Cheap,Moderate
Côte d’Ivoire,2021,40.62693251380296,2.461421372780854,Cheap,Moderate
Croatia,2021,48.16856130364757,2.0760429062768684,Cheap,Moderate
Curaçao,2021,71.45165065147374,1.39954779334321,Moderate,Expensive
Cyprus,2021,69.14954185401695,1.4461411792302559,Moderate,Expensive
Albania,2018,39.17332797895515,2.5527573264574914,Cheap,Moderate
Algeria,2018,33.34427089695787,2.9990159421696454,Cheap,Cheap
Andorra,2018,77.50932181356113,1.2901673974201109,Moderate,Expensive
Angola,2018,34.54899988328431,2.8944397909585384,Cheap,Cheap
Antigua and Barbuda,2018,74.51177526403369,1.3420697553594498,Moderate,Expensive
Argentina,2018,48.146707096695735,2.0769852401154743,Cheap,Moderate
Armenia,2018,32.58402374762221,3.0689886790699816,Cheap,Cheap
Aruba,2018,76.57014457873129,1.3059920488615189,Moderate,Expensive
Australia,2018,113.97412643785074,0.8773921163109706,Expensive,Expensive
Austria,2018,90.39061246674504,1.106309574313265,Moderate,Expensive
Azerbaijan,2018,31.01350821307317,3.224401422533903,Cheap,Cheap
Slovenia,1999,67.04100197758734,1.4916244842735387,Moderate,Expensive
Solomon Islands,1999,76.57007626573466,1.3059932140194341,Moderate,Expensive
"Somalia, Federal Republic of",1999,80.81482769935118,1.2373966863113517,Moderate,Expensive
South Africa,1999,42.29148746442792,2.3645420389649736,Cheap,Moderate
Spain,1999,78.78326080347507,1.2693051668608908,Moderate,Expensive
Sri Lanka,1999,25.84670460755079,3.8689651744147784,Cheap,Cheap
St. Kitts and Nevis,1999,61.005376480621365,1.639199784821678,Moderate,Expensive
St. Lucia,1999,62.0725079322574,1.6110191666354874,Moderate,Expensive
St. Vincent and the Grenadines,1999,52.43415352481296,1.9071538925993696,Cheap,Moderate
Sudan,1999,13.117206244535348,7.623574573408891,Cheap,Cheap
Suriname,1999,33.46149258166965,2.9885098447395744,Cheap,Cheap
Sweden,1999,112.62950232378002,0.8878668371678182,Expensive,Expensive
Tajikistan,1999,18.485333152090256,5.409694224996554,Cheap,Cheap
Bangladesh,1999,32.5111519579037,3.075867632419874,Cheap,Cheap
Barbados,1999,94.57514858689208,1.057360220884282,Moderate,Expensive
Belarus,1999,22.707126841693533,4.403903703765185,Cheap,Cheap
Belgium,1999,99.2608763176836,1.0074462739977315,Moderate,Expensive
Belize,1999,63.1701876014215,1.5830252180183446,Moderate,Expensive
Benin,1999,32.98273492341518,3.0318892666783603,Cheap,Cheap
Bhutan,1999,24.65671830212581,4.055689762711787,Cheap,Cheap
Bolivia,1999,30.04281391171628,3.3285830113603767,Cheap,Cheap
Bosnia and Herzegovina,1999,36.03632786599157,2.774977527451476,Cheap,Cheap
Botswana,1999,35.56880262278201,2.811452526544975,Cheap,Cheap
Brazil,1999,40.46011101874917,2.4715700842654664,Cheap,Moderate
Brunei Darussalam,1999,27.983722591413883,3.5735059791752843,Cheap,Cheap
Bulgaria,1999,28.597898618469348,3.496760420551219,Cheap,Cheap
Kyrgyz Republic,2018,26.8634564805871,3.722529156747386,Cheap,Cheap
Lao PDR,2018,33.99430473065951,2.9416692234864232,Cheap,Cheap
Latvia,2018,57.85862239427447,1.7283508639136858,Cheap,Moderate
Lebanon,2018,41.72996508343701,2.3963595416400403,Cheap,Moderate
Lesotho,2018,44.47293788592931,2.248558443710074,Cheap,Moderate
Liberia,2018,38.4615516378917,2.599999109278826,Cheap,Moderate
Libya,2018,59.30609984455894,1.6861671946410168,Cheap,Expensive
Lithuania,2018,52.74379031686271,1.8959577876228022,Cheap,Moderate
Luxembourg,2018,100.24721309192152,0.9975339654410658,Expensive,Expensive
"Macao SAR, China",2018,64.56788178774227,1.548757636633269,Moderate,Expensive
Madagascar,2018,32.358631696773834,3.090365530195457,Cheap,Cheap
Georgia,2017,32.2091411763254,3.1047086742412966,Cheap,Cheap
Germany,2017,84.13673356552955,1.188541505739766,Moderate,Expensive
Ghana,2017,38.91513872228011,2.569694038961422,Cheap,Moderate
Greece,2017,64.96129933988247,1.5393780761187115,Moderate,Expensive
Greenland,2017,84.59534463782012,1.1820981453309536,Moderate,Expensive
Grenada,2017,64.8303517588863,1.542487388806941,Moderate,Expensive
Guatemala,2017,45.239720055109736,2.210446923150339,Cheap,Moderate
Guinea,2017,31.022297563581716,3.2234878733609302,Cheap,Cheap
Guinea-Bissau,2017,37.61736691278746,2.6583466150579107,Cheap,Cheap
Guyana,2017,50.46600267904455,1.9815320154438127,Cheap,Moderate
Haiti,2017,41.78128142496965,2.3934163000619995,Cheap,Moderate
Honduras,2017,42.93107917885933,2.3293148439940285,Cheap,Moderate
Armenia,2020,29.026171846472216,3.44516667678152,Cheap,Cheap
Aruba,2020,78.87757690259218,1.2677874235854432,Moderate,Expensive
Australia,2020,95.93846426112668,1.0423348004385244,Moderate,Expensive
Austria,2020,83.2431382006228,1.201300217190176,Moderate,Expensive
Azerbaijan,2020,27.89521567961747,3.584844123398128,Cheap,Cheap
"Bahamas, The",2020,96.22905254364012,1.039187203413956,Moderate,Expensive
Bahrain,2020,45.55511268529495,2.195143291397887,Cheap,Moderate
Bangladesh,2020,33.86525434901099,2.9528790473389854,Cheap,Cheap
Barbados,2020,115.94123840332048,0.8625058812304015,Expensive,Expensive
Belarus,2020,26.30578613156156,3.801445031898152,Cheap,Cheap
Belgium,2020,81.80008763657611,1.2224925778109554,Moderate,Expensive
Malawi,2012,38.14519088170566,2.621562448333684,Cheap,Moderate
Malaysia,2012,46.82534341369612,2.13559565632039,Cheap,Moderate
Maldives,2012,53.09160425274687,1.883536981175817,Cheap,Moderate
Mali,2012,43.84126554848958,2.2809560524523955,Cheap,Moderate
Malta,2012,74.4826881492647,1.3425938628798966,Moderate,Expensive
Marshall Islands,2012,97.8994260179936,1.0214564483924586,Moderate,Expensive
Mauritania,2012,51.620154420238016,1.9372278351959822,Cheap,Moderate
Mauritius,2012,54.5877849622938,1.8319116642866975,Cheap,Moderate
Mexico,2012,59.67373904074108,1.675779021182617,Cheap,Expensive
"Micronesia, Fed. Sts.",2012,92.40009477696452,1.0822499721605279,Moderate,Expensive
Moldova,2012,41.49326097870979,2.4100299094667452,Cheap,Moderate
Tanzania,2012,41.37154634835758,2.4171201907218514,Cheap,Moderate
Thailand,2012,39.17127460546493,2.5528911429920287,Cheap,Moderate
Timor-Leste,2012,42.856696972093,2.3333576095497284,Cheap,Moderate
Togo,2012,46.33718133183904,2.158094150869042,Cheap,Moderate
Tonga,2012,87.74580587974266,1.1396556108567963,Moderate,Expensive
Trinidad and Tobago,2012,63.77063777306873,1.5681198039112518,Moderate,Expensive
Tunisia,2012,40.48476284637599,2.4700651052214706,Cheap,Moderate
Türkiye,2012,56.784823616467925,1.7610339106697415,Cheap,Moderate
Turkmenistan,2012,54.8584257630172,1.8228740363784735,Cheap,Moderate
Turks and Caicos Islands,2012,109.797098553298,0.910770879354865,Expensive,Expensive
Tuvalu,2012,113.50177980922362,0.8810434529580266,Expensive,Expensive
Uganda,2012,39.13601027812506,2.555191479390393,Cheap,Moderate
Peru,2012,60.60505972586675,1.6500272494132888,Moderate,Expensive
Philippines,2012,42.90287666737827,2.3308460356933645,Cheap,Moderate
Poland,2012,55.15568354407835,1.813049781534912,Cheap,Moderate
Portugal,2012,77.78084923757814,1.2856635146082611,Moderate,Expensive
Puerto Rico,2012,86.484054405039,1.1562825157532564,Moderate,Expensive
Qatar,2012,59.948448692425536,1.6680998788319765,Cheap,Expensive
Romania,2012,45.083474835710746,2.21810764064685,Cheap,Moderate
Russian Federation,2012,63.45125561809984,1.576012941365252,Moderate,Expensive
Rwanda,2012,48.59436797723381,2.057851643360182,Cheap,Moderate
Samoa,2012,73.69910054409884,1.356868662734407,Moderate,Expensive
San Marino,2012,93.50879136013826,1.0694181642757161,Moderate,Expensive
São Tomé and Príncipe,2012,44.9330852755166,2.22553157404681,Cheap,Moderate
Brazil,2019,56.19118895592852,1.7796384425756022,Cheap,Moderate
Brunei Darussalam,2019,43.87160578492324,2.2793786142736914,Cheap,Moderate
Bulgaria,2019,38.68276573895957,2.585130563694013,Cheap,Moderate
Burkina Faso,2019,34.265111436544714,2.9184203934427355,Cheap,Cheap
Burundi,2019,26.981139202533992,3.7062927272769968,Cheap,Cheap
Cabo Verde,2019,50.66972669453374,1.9735650165010268,Cheap,Moderate
Cambodia,2019,36.16963084273424,2.764750362944,Cheap,Cheap
Cameroon,2019,36.67025762893338,2.7270056570613925,Cheap,Cheap
Canada,2019,91.78972659000064,1.089446539553085,Moderate,Expensive
Mozambique,2004,59.4133092260912,1.683124560853198,Cheap,Expensive
Myanmar,2004,14.024428631426089,7.130415265255009,Cheap,Cheap
Namibia,2004,52.51973875777271,1.904046028507718,Cheap,Moderate
Nauru,2004,58.827062296383126,1.6998979057662091,Cheap,Moderate
Nepal,2004,18.12621770267093,5.5168707360976255,Cheap,Cheap
Netherlands,2004,112.93252303177634,0.8854845115951455,Expensive,Expensive
New Zealand,2004,101.17942857142856,0.9883431979397281,Expensive,Expensive
Nicaragua,2004,33.74677300313856,2.9632462929329475,Cheap,Cheap
Niger,2004,34.06558087132657,2.9355143062941655,Cheap,Cheap
Nigeria,2004,30.936601777368093,3.2324170805713948,Cheap,Cheap
North Macedonia,2004,38.987687242246,2.564912337032465,Cheap,Moderate
St. Kitts and Nevis,2013,75.45403281831703,1.3253102089425266,Moderate,Expensive
St. Lucia,2013,68.35994263671333,1.4628449958103693,Moderate,Expensive
St. Vincent and the Grenadines,2013,60.83914853397704,1.6436784933660384,Moderate,Expensive
Sudan,2013,30.567518466503973,3.2714464574407787,Cheap,Cheap
Suriname,2013,55.916420525670006,1.788383431197857,Cheap,Moderate
Tajikistan,2013,35.229595199892614,2.8385225385815622,Cheap,Cheap
Tanzania,2013,44.25373628477641,2.259696206360788,Cheap,Moderate
Thailand,2013,39.55114694563071,2.5283716838216037,Cheap,Moderate
Timor-Leste,2013,46.9428683092558,2.1302490367910227,Cheap,Moderate
"Bahamas, The",2012,91.9978032159248,1.0869824768021201,Moderate,Expensive
Bahrain,2012,46.61871903425213,2.145061084293781,Cheap,Moderate
Bangladesh,2012,29.98659092454401,3.334823896842173,Cheap,Cheap
Barbados,2012,106.116281767373,0.9423624568680135,Expensive,Expensive
Belarus,2012,38.38427572265014,2.6052334743153978,Cheap,Moderate
Belgium,2012,105.62723043292972,0.9467255705762081,Expensive,Expensive
Belize,2012,61.6191758024785,1.6228714308116032,Moderate,Expensive
Benin,2012,45.67294958822233,2.189479788399455,Cheap,Moderate
Bhutan,2012,32.07511062616678,3.117682154412284,Cheap,Cheap
Bolivia,2012,43.89987272475167,2.27791093215671,Cheap,Moderate
Oman,2009,37.469375720803896,2.6688461730756194,Cheap,Cheap
